idn,title,auftraggeber-per-idn,auftraggeber-per-name,auftraggeber-inst-idn,auftraggeber-inst-name
1236275810,Entwürfe für das Titelblatt von Ciba Rundschau 1,,,109064339X,Gesellschaft für Chemische Industrie in Basel
1236275853,Entwurfszeichnungen von Titelblatt für Michelet und Deutschland,,,948240210,Schwabe & Co.
1236275888,Probedruck von Schutzumschlag für Michelet und Deutschland,,,948240210,Schwabe & Co.
1236275926,Einladungskarte zur Ausstellungseröffnung Die @buchgewerbliche Sammlung des Gewerbemuseums Basel,,,004715993,Gewerbemuseum Basel
1236275950,Entwürfe für den Umschlag von Verlagsprogramm Weihnachten 1936 für B. Wepf & Cie. Verlag,,,1048752968,Wepf & Co.
1236275969,Korrekturfahne und Probedruck von Programme für Festkonzerte anlässlich der Internationalen Medizinischen Woche in der Schweiz,,,001237187,Semaine Médicale Internationale en Suisse
1236275977,Briefbogen für Percy Lund Humphries & Co Ltd,,,055117732,"Percy Lund, Humphries and Co."
1236275993,Probedruck von Ausstellungsplakat konstruktivisten,,,004753259,Kunsthalle Basel
1236276043,Reprint einer Anzeige für Restaurant zum braunen Mutz Basel,,,978214013,Brauner Mutz
123627606X,"Entwurf für das Titelblatt von Die erkenntnistheoretischen Grundlagen der Rechtswissenschaft, Band 1",,,948240210,Schwabe & Co.
1236276078,Entwurf für den Bucheinband von Jacob Burckhardt,,,106433296X,Vita Nova-Verlag
1236276108,Entwurf für das Titelblatt von Typographische Monatsblätter,,,004794591,Schweizerischer Typographenbund
1236276132,Entwurfszeichnungen von Neujahrswunsch für Albert Caflisch,1080461949,Caflisch,,
1236276159,Reproduktion von Ausstellungsplakat konstruktivisten,,,004753259,Kunsthalle Basel
1236276167,Entwürfe für den Umschlag von Schweizer Bücher-Katalog,,,1072922789,Helbing & Lichtenhahn
123627623X,Briefbogen für Percy Lund Humphries & Co Ltd,,,055117732,"Percy Lund, Humphries and Co."
1236276248,Probedrucke von Umschlag für Bericht über das Jahr 1934-1935,118624350,Tschichold,004715993,Gewerbemuseum Basel
1236276248,Probedrucke von Umschlag für Bericht über das Jahr 1934-1935,118624350,Tschichold,007292740,Allgemeine Gewerbeschule
1236276299,Entwurfszeichnung von Adressetikett Press Matter Urgent,,,055117732,"Percy Lund, Humphries and Co."
1236276329,Entwurf von Briefbogen für Lund Humphries & Co Ltd,,,055117732,"Percy Lund, Humphries and Co."
1236276353,Montierte Kontaktabzüge Uhertype Standard-Grotesk für Uhertype Prospekt,,,95968185X,Offizin Gebrüder Fretz
1236276396,Montierte Kontaktabzüge Ramses für Uhertype Prospekt,,,95968185X,Offizin Gebrüder Fretz
1236276442,Montierte Kontaktabzüge Antiqua kursiv für Uhertype Prospekt,,,95968185X,Offizin Gebrüder Fretz
1236276507,Kontaktabzüge Ramses Fett und Ramses Halbfett für Uhertype Prospekt,,,95968185X,Offizin Gebrüder Fretz
1236276531,Kontaktabzüge Antiqua kursiv für Uhertype Prospekt,,,95968185X,Offizin Gebrüder Fretz
123627654X,Kontaktabzüge Antiqua für Uhertype Prospekt,,,95968185X,Offizin Gebrüder Fretz
1236276558,Kontaktabzüge Dreiviertelfette Grotesk für Uhertype Prospekt,,,95968185X,Offizin Gebrüder Fretz
1236276574,Kontaktabzüge Magere Grotesk für Uhertype Prospekt,,,95968185X,Offizin Gebrüder Fretz
1236276620,Kontaktabzüge Halbfette Grotesk für Uhertype Prospekt,,,95968185X,Offizin Gebrüder Fretz
1236276671,"Entwurf des Schriftzuges für das Titelblatt von Heilige als Krankheitshelfer, CIBA-Zeitschrift, Nummer 26",,,109064339X,Gesellschaft für Chemische Industrie in Basel
1236276701,Entwurfscollage für den Schutzumschlag von Ausgewählte Sonette der Vittoria Colonna,,,000664197,Benno Schwabe und Co.
1236276868,Vordruck für Kurzbrief von Holbein Verlag,,,955738644,Holbein-Verlag
1236276876,Vordruck für Kurzbrief von Holbein Verlag,,,955738644,Holbein-Verlag
1236276914,Empfehlungskarte Der Holbein-Verlag Basel beehrt sich die Mitglieder des Kongresses darüber zu informieren,,,955738644,Holbein-Verlag
1236276930,Titelschild Chefs-d'oeuvre de la peinture suisse au XVIIIe et XIXe siécles,,,955738644,Holbein-Verlag
1236276957,Akzidenz Meisterbilder,,,955738644,Holbein-Verlag
1236277007,Empfehlungskarte Der Holbein-Verlag Basel erlaubt sich Ihnen die beiligenden Prospekte mit besten Empfehlungen zu überreichen,139211322,Loeb,955738644,Holbein-Verlag
1236277031,Visitenkarten für Hermann Loeb,139211322,Loeb,955738644,Holbein-Verlag
1236277120,Türschild Holbein-Verlag AG,,,955738644,Holbein-Verlag
1236277139,"Entwurf für Werbeanzeige Wer die Kunst liebt, schätzt die Bücher des Holbein-Verlags Basel",,,955738644,Holbein-Verlag
123627718X,Skizzenentwürfe von Verlegermarke für Holbein Verlag,,,955738644,Holbein-Verlag
1236277279,"Briefbogen und Skizzen von Visitenkarten für Adolf Engler, Gartenarchitekt",,Engler,,
1236277317,Probedrucke für eine Anzeige für Bildnis Niklaus von der Flüe,,,051070510,Birkhäuser
1236277414,Konvolut von Beilagen zu Veröffentlichungen im Holbein Verlag,,,955738644,Holbein-Verlag
1236277457,Probedrucke von Briefbögen für den Holbein-Verlag,,,955738644,Holbein-Verlag
123627749X,Einbanddecke für Ausgewählte Sonette der Vittoria Colonna,,,000664197,Benno Schwabe und Co.
1236277546,Einladungskarte zur Ausstellungseröffnung Die @Kunst des alten Japan,,,004715993,Gewerbemuseum Basel
1236277589,Montierte Kontaktabzüge Antiqua für Uhertype Prospekt,,,95968185X,Offizin Gebrüder Fretz
1236277783,Typographical Works of Jan Tschichold,,,055117732,"Percy Lund, Humphries and Co."
1236277821,Briefbögen und Briefumschlag für Lund Humphries & Co Ltd,,,055117732,"Percy Lund, Humphries and Co."
1236277848,Korrigierte Probedrucke Briefbogen und Rechnungsvordruck für Prestel Verlag GmbH,,,957321961,Prestel Verlag
1236277872,Probedrucke von Briefkopf für Ines M.G. von der Muhll,,Ines M.G. von der Muhll,955738644,Holbein-Verlag
1236277910,Briefbogen für Eric C. Gregory,12929893X,Gregory,,The Country Press
1236277953,Entwurf und Probedrucke von Briefbogen für Schweizerischer Buchdruckerverein Ortsgruppe Basel,,,1216532915,Schweizerischer Buchdruckerverein
1236277988,Briefbogen für Holbein-Verlag AG,,,955738644,Holbein-Verlag
1236278062,"Briefbogen, Rechnungsvordruck und Briefumschläge für Ad. Engler & Cie",,,,Ad. Engler & Cie
1236278089,"Entwürfe und Probedrucke vom Corporate Design für den Schweizerischen Werkbund, Ortsgruppe Basel",,,00406660X,Schweizerischer Werkbund
1236278119,Kontaktabzüge Magere Grotesk Kursiv für Uhertype Prospekt,,,95968185X,Offizin Gebrüder Fretz
123627816X,Verlobungskarte von Dr. Benno Braunschweig und Lene Braunschweig,,Braunschweig,,
1236278208,"Briefbogen, Rechnungsvordruck und Briefumschläge für  Ad. Engler & Cie",,,,Ad. Engler & Cie
1236278348,Empfehlungskarte für den Holbein Verlag,,,955738644,Holbein-Verlag
1236278437,"Anzeige für Eika, der Einkaufsstelle des Schutzverbandes der papierverarbeitenden Industrien der Schweiz",,,1086453026,Eika - Einkaufsstelle des Schutzverbandes der papierverarbeitenden Industrien der Schweiz
1236278593,Einladungskarte zur Ausstellungseröffnung Die @Kunst des alten Japan,,,004715993,Gewerbemuseum Basel
123627864X,Visitenkarte Ad. Engler & Cie,,,,Ad. Engler & Cie
1236278682,Vordruck eines Adress-Etiketts für den Holbein-Verlags,,,955738644,Holbein-Verlag
1236278690,Neujahrswunsch 1935,,,000664197,Benno Schwabe und Co.
1236278704,Ausstellungsplakat planvolles werben,,,00015217X,Basel-Stadt
1236278712,Probedrucke von Handzetteln für die Ciba,,,109064339X,Gesellschaft für Chemische Industrie in Basel
1236278720,Entwurfszeichnungen Uhertype Magere Grotesk,,,,Uhertype AG
1236278739,Entwurfszeichnungen Uhertype Fette Ramses,,,,Uhertype AG
1236278747,Entwurfszeichnungen Uhertype Magere Grotesk Kursiv,,,,Uhertype AG
1236278798,Vordrucke für Allgemeine Gewerbeschule,,,007292740,Allgemeine Gewerbeschule
1236278852,Korrigierte Kopien von in Uhertype Standard-Grotesk gesetztem Text,,,95968185X,Offizin Gebrüder Fretz
1236278879,Korrigierte Kontaktabzüge für einen Werbeprospekt zur Uhertype Hand-Lichtsetzmaschine,,,95968185X,Offizin Gebrüder Fretz
1236278933,Probedruck für den Bucheinband von Das Basler Stadttheater 1834-1934,,,948240210,Schwabe & Co.
1236278941,Probedruck für das Titelblatt von Mitteilungen der Rudolf Steiner-Schule Basel,,,007132700,Rudolf-Steiner-Schule
123627895X,Probedrucke von Ausschnitten aus Titelblättern für den Insel-Verlag,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236278968,Entwurfsskizzen für den Einband von Eine Fahrt ins Reich,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236278992,Vordruck Abgangszeugnis für Kantonale Handelsschule Basel,,,050159585,Kantonale Handelsschule
123627900X,Montierte Schülerausweise der Allgemeinen Gewerbeschule Basel,,,007292740,Allgemeine Gewerbeschule
1236279050,Entwürfe für Ausstelllungsplakat modigliani,,,000176168,Basler Kunstverein
1236279077,Mappe mit Entwurfszeichnungen Uhertype Antiqua Gemeine Kursiv,,,,Uhertype AG
1236279093,Einbanddecke für Basler Adressbuch 1934,,,948240210,Schwabe & Co.
1236279115,"Entwurfszeichnung, Probedruck und Belegexemplare von Einbanddecken für Impressionisten-Briefe",,,,Schwabe
123627914X,Entwurf und Probedruck von Briefbogen für Schweizerische Großloge Alpina,,,007231679,Schweizerische Grossloge Alpina
1236279182,"Korrigierter Briefbogen für Fachkurse zur Ausbildung von Handelslehrern und Bücherrevisoren und öffentliche Handelswissenschaftliche Kurse, Allgemeine Gewerbeschule Basel",,,007292740,Allgemeine Gewerbeschule
1236279220,Mappe mit großformatig montierten Probedrucken von Uhertype Standard-Grotesk und Uhertype Ramses,,,,Uhertype AG
1236279247,Mappe mit Entwurfszeichnungen Uhertype Halbfette Antiqua,,,,Uhertype AG
1236279255,Mappe mit Entwurfszeichnungen Uhertype Antiqua,,,,Uhertype AG
1236279387,Probedrucke von Werbekarten für die Ciba,,,109064339X,Gesellschaft für Chemische Industrie in Basel
1236279433,Vordrucke für Allgemeine Gewerbeschule,,,007292740,Allgemeine Gewerbeschule
1236279468,Entwurfszeichnungen für Titelblatt und Einbanddecke von Basler Adressbuch 1934,,,948240210,Schwabe & Co.
123627993X,Rechnungsvordruck für Prof. Dr. O. Müller Zahnarzt,130384054,Müller-Widmann,,
1236279956,Entwurfszeichnungen Uhertype Dreiviertel Fette Grotesk,,,,Uhertype AG
1236279980,Entwurfszeichnungen Uhertype Halbfette Ramses,,,,Uhertype AG
1236280059,"Entwurfsskizzen, Typoskripte und Notizen für Uhertype Prospekt",,,95968185X,Offizin Gebrüder Fretz
1236280083,Entwurfszeichnungen Uhertype Standard-Grotesk,,,,Uhertype AG
1236280105,"Mappe mit Entwurfszeichnungen Uhertype Standard-Grotesk Halbfett, erledigte Skizzen (ungültige)",,,,Uhertype AG
123628013X,Entwurfszeichnung für einen Schriftzug Buss AG Basel,,,999834215,Buss AG
1236280253,Entwurfszeichnungen von Briefbogen für Gaba AG,118618407,Stoecklin,1085919471,Gaba AG
1236280458,Entwurfszeichnungen von Rechnungsvordruck für Benno Schwabe & Co,,,948240210,Schwabe & Co.
1236280539,Rechnungsvordruck und Briefumschlag für Omon AG,,,,"Omon AG, Basel"
1236280628,Entwurfszeichnung von Briefbogen für F. Aeberli,,,,F. Aeberli
1236281365,Entwurfszeichnungen Uhertype Fette Standard-Grotesk Versalien,,,,Uhertype AG
1236281527,Kontaktabzug von Schmalfilmzeilen der Uhertype Standard-Grotesk,,,,Uhertype AG
1236281608,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Supérieures,,,,Uhertype AG
1236281659,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Gemeine,,,,Uhertype AG
1236281691,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Pausen auf Transparentpapier,,,,Uhertype AG
1236281780,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Ziffern,,,,Uhertype AG
123628187X,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Zeichen,,,,Uhertype AG
1236281942,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Kapitälchen,,,,Uhertype AG
1236281985,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Versalien,,,,Uhertype AG
123628206X,Entwurfszeichnung von Exlibris für Hans Lewald,118572407,Lewald,,
1236282116,Probedrucke von Schriftzug Volks-Hochschul-Kurse,,,941274284,Volkshochschule Basel
1236282116,Probedrucke von Schriftzug Volks-Hochschul-Kurse,,,108647841X,"Gasser und Cie., AG"
1236282191,Klischeevorlage für Schriftzug Volks-Hochschul-Kurse,,,941274284,Volkshochschule Basel
1236282191,Klischeevorlage für Schriftzug Volks-Hochschul-Kurse,,,108647841X,"Gasser und Cie., AG"
123628223X,Entwurf von Schriftzug Volks-Hochschul-Kurse,,,941274284,Volkshochschule Basel
123628223X,Entwurf von Schriftzug Volks-Hochschul-Kurse,,,108647841X,"Gasser und Cie., AG"
1236282302,Entwurfsskizze von Briefbogen für Druckfarbenfabrik G. Eurrers Erben,,,,Druckfarbenfabrik G. Eurrers Erben
1236282353,Probedruck von Umschlag für Deutsche Sprachschule,,,1086360397,Lehrmittelverlag des Kantons Basel-Stadt
1236282485,Probedruck von Wein-Karte Gasthaus zum Rössli Augst,,,,"Gasthaus zum Rössli, Augst"
1236282876,Probedruck von Exlibris für Adolf Seebass,1089941153,Seebass,,
1236283104,Probedruck von Exlibris für Hans Lewald,118572407,Lewald,,
1236283244,Probedruck von Exlibris für Marguerite Hagenbach,119122901,Arp,,
1236283511,Probedrucke von Exlibris für Adolph Goldschmidt,118717995,Goldschmidt,,
1236283724,Probedrucke von Exlibris für Else Schürmann,,Schürmann,,
1236283864,Probedrucke von Exlibris für Hans Wirz,,Wirz,,
1236283880,Probedruck von Exlibris für Miriam Wackernagel,117086479,Wackernagel,,
123628450X,Probedruck von Lieferschein für Kurt Bertolf & Cie,,,,Kurt Bertolf & Cie
1236284852,Probedruck für den Bucheinband von Begegnungen,,,948240210,Schwabe & Co.
1236285158,Korrekturfahne einer Postkarte für Philobiblon,,,1087508991,Herbert Reichner - Verlag
1236285255,"Entwurf für einen Prospekt für das Kinderheim ""Im Baumgarten"" Riehen",,,1204219990,"Kinderheim ""Im Baumgarten"""
1236285255,"Entwurf für einen Prospekt für das Kinderheim ""Im Baumgarten"" Riehen",,,1007430494,Schwabe AG
1236285417,Entwürfe für Reklameblatt 50 Jahre Schweizerische Handelsgesellschaft Oerlikon,,,1086587707,Schweizerische Handelsgesellschaft
1236285832,Probedruck von Umschlag und Inhaltsverzeichnis für Die Farbstoffe der Gesellschaft für Chemische Industrie in Basel und deren Anwendung. Dritter Band,,,109064339X,Gesellschaft für Chemische Industrie in Basel
1236286049,"Schutzumschlag von Faust, Gesamtausgabe",,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236286332,Vordruck Menüplan Küche,,,,Restaurant Flügelrad
1236286545,Skizzenentwürfe und Probedruck von Briefbogen für Konrad Peter AG Liestal,,,1048310574,Konrad Peter AG
1236286731,Entwürfe und Belegexemplar Briefbogen für Eugène Reymond,,Reymond,,
1236287320,Probedruck von Briefbogen für Buchdruckerei Hermann Millizer,,,1065361491,Hermann Millizer GmbH
1236287452,Rechnungsvordruck für Baader,,,,Firma Baader
123628755X,Briefbogen für Akademischer Verlag Dr. Fritz Wedekind & Co,,,1073072592,Akademischer Verlag Dr. Fritz Wedekind
1236287703,Probedruck von Briefbogen für Litho-Chemigraphisches Institut Gustav Reisacher,,,,Gustav Reisacher
1236287835,Briefbogen für Léon Koechly,,Koechly,,
1236287932,"Skizzenentwurf von Briefkopf für Karl Wahl, Bauschlosserei",,,,"Karl Wahl, Bauschlosserei Basel"
1236288041,"Probedruck von Briefbogen und Entwurf von Briefumschlag für Redaktion der Schriftenreihe ""Internationales Wirtschaftsarchiv""",,,,"Redaktion der Schriftenreihe ""Internationales Wirtschaftsarchiv"""
1236288114,Entwürfe von Firmenzeichen für Kurt Bertolf & Cie,,,,Kurt Bertolf & Cie
1236288157,Skizzierter Entwurf für einen Briefumschlag von Loewe & Cie,,,,Loewe & Cie
1236288203,Entwurfskizze und Probedruck von Briefbogen für Hans M. Zeltner,,,,"Zeltner, Hans M."
1236288300,Rechnungsvordruck für Firma H. Zubler-Ruegger,,,,Firma H. Zuebler-Ruegger
1236288386,"Briefbogen für Rud. Mettauer-Schneebeli, Schreinerei",,,,"Rud. Mettauer-Schneebeli, Schreinerei"
1236288475,Briefbogen für Firma Fritz Lamm,,,,Firma Fritz Lamm
123628853X,Briefbogen für Dr. Ziegler & Cie. Aktiengesellschaft,,,,Dr. Ziegler & Cie. Aktiengesellschaft
1236288572,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk,,,,Uhertype AG
123628867X,"Geschäftsdrucksachen für Firma Wackernagel & Schönholzer, Gartenbau",,,,"Firma Wackernagel & Schönholzer, Gartenbau"
1236288750,Briefbogen für Emil Haller - Reklame- und Einzelhandelsberater,,Haller,,
1236288777,"Briefbogen, Rechnungsvordruck und Visitenkarte für Vereinigung Basler Fotografen",,,1216721726,Vereinigung Basler Fotografen
1236288831,Probedrucke von Rechnungsvordruck für Art Institut Grafic AG,,,1086596684,Grafica AG
1236288939,Verkleinertes Fotorepro von Plakat Kunsthalle Basel Chagall,118519980,Chagall,004753259,Kunsthalle Basel
1236288963,Familienbüchlein,,,1077172354,Basel-Stadt
1236288971,Probedruck von Schriftzug Volks-Hochschul-Kurse,,,941274284,Volkshochschule Basel
1236289013,Druckklischee Edward Cocker für Neujahrswunsch Edward Cocker,118624350,Tschichold,1073001288,"Bucherer, Kurrus & Co., Papiere en gros"
1236289056,Werbeplakat für Bücherkreis: Karl und Jenny Marx,,,007245947,Bücherkreis
1236289099,Probedruck Grußkarte Neujahrswunsch 1934,,,000664197,Benno Schwabe und Co.
1236289110,Glückwunschkarte Herzlichen Glückwunsch,,Leutwyler-Reber,,
1236289129,Empfehlungskarte mit Korrektur für den Holbein Verlag,,,955738644,Holbein-Verlag
1236289137,Probedruck und Belegexemplar Briefbogen für Eugène Reymond,,Reymond,,
1236289145,Empfehlungskarte Neujahrswünsche für Benno Schwabe & Co,,,000664197,Benno Schwabe und Co.
1236289188,Zum neuen Jahre,,,948240210,Schwabe & Co.
1236289226,Probedruck eines Exlibris für Miriam Wackernagel,117086479,Wackernagel,,
1236289315,Visitenkarte Verlagsbuchhandlung Benno Schwabe & Co,,,948240210,Schwabe & Co.
1236289560,Entwurf und Probedruck Briefbogen pictura gmbh für Schriftprobe von Zeus,,,947855467,Schriftguss AG
1236289862,Erinnerungsblätter zum Abschied von Schuldirektor Georg Seitz,,Seitz,,"Lehrer und Schüler der Berufsschule für Photo- und Chemigraphen, Kupfer- und Tiefdrucker zu München"
1236290097,Diapositive der Uhertype Standard-Grotesk und von Uhertype Werbematerial,123226988,Schmidt,,Uhertype AG
1236290283,Probedruck für Werbeanzeige Auktion 105 Paul Graupe,,,00441408X,Paul Graupe
1236290437,Entwurf für den Bucheinband von Und nun warten wir auf das Schiff,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236290712,"Entwurf für den Bucheinband von Silja, die Magd",,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236290852,Entwurf für den Bucheinband von Die gefiederte Schlange,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236291069,Programmheft für Künstlervereinigung Die Juryfreien,,,006103324,Deutscher Künstlerverband Die Juryfreien
1236291158,Probedrucke von Einladungskarte für Ausstellung Theodor Fischer,,,004237048,Münchner Bund
1236291328,Diplomurkunde der Meisterschule für Deutschlands Buchdrucker für Werner Pilgrim,,,041016548,München
1236291328,Diplomurkunde der Meisterschule für Deutschlands Buchdrucker für Werner Pilgrim,,,001109030,Meisterschule für Deutschlands Buchdrucker
1236291808,Probedruck von Postkarte für Deutsche Verlagsgesellschaft für Politik und Geschichte M.B.H.,,,1000708373,Deutsche Verlagsgesellschaft für Politik und Geschichte
1236291840,Mitgliedskarte für Der Bücherkreis GmbH,,,007245947,Bücherkreis
1236291905,Klischeeabzug von Verlegermarke für Bücherkreis,,,007245947,Bücherkreis
1236292243,"Entwurf für das Titelblatt von Die Kunst - Malerei, Plastik, Wohnungskunst",,,004698304,F. Bruckmann
1236292375,Probedruck für den Schutzumschlag von Der neue Mensch,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236292499,Entwurf für den Bucheinband von Die gefiederte Schlange,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236292537,Verkleinerte Reproduktionen des Plakates Festivals of the Bavarian State Theatres Munich als Illustration,,,004656741,Bayerische Staatstheater
1236292596,Briefbogen für Verlag Der Bücherkreis GmbH,,,007245947,Bücherkreis
1236292677,"Montierter und korrigierter Probedruck für den Umschlag von Typografische Mitteilungen, 29. Jahrgang, Heft 1",,,002635534,Bildungsverband der Deutschen Buchdrucker
1236292782,Klischeeabzüge des Plakates Festivals of the Bavarian State Theatres Munich,,,004656741,Bayerische Staatstheater
123629288X,Probedruck von Werbeanzeige Drittel der Menschheit,,,007245947,Bücherkreis
1236292979,Entwurf und Probedruck von Werbeanzeige Das geduldige Albion,,,007245947,Bücherkreis
1236293193,Klischee und Probedrucke von Verlegermarke für Bücherkreis,,,007245947,Bücherkreis
1236293517,Entwurf für den Buchrücken von der Zauberer von Homburg und Monte Carlo,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
123629369X,Deutsches Museum Vortragsprogramm Juni 1932,,,004043448,Deutsches Museum von Meisterwerken der Naturwissenschaft und Technik
1236293967,Probedruck einer Illustration mit Darstellung Einladungskarte für Ausstellung Internationale Verkehrswerbung,,,004237048,Münchner Bund
1236294076,Probedrucke und Korrekturfahne von Bucheinband für Die Rebellion des Ingenieurs Karinsky,,,007245947,Bücherkreis
1236294165,"Einbanddecke für David Octavius Hill, der Meister der Photographie",,,004518454,Insel Verlag Anton Kippenberg Leipzig
1236294238,Deutsche Meisterschule für Mode,,,040116840,Deutsche Meisterschule für Mode
1236294548,Layoutentwurf für Illustration einer unbekannten Publikation,,,004237048,Münchner Bund
1236295005,Probedruck für die Einbandecke von Laubenkolonie Erdenglück,,,007245947,Bücherkreis
1236295404,Korrekturfahne von Einladungskarte für Ausstellung Internationale Verkehrswerbung,,,004237048,Münchner Bund
1236296524,Einbanddecke für Hausierer,,,007245947,Bücherkreis
1236296664,Probedruck und Skizze von Verlegermarke für Insel-Verlag,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236296737,Drei Entwürfe für den Umschlag von Die Bücher des Insel-Verlages 1931,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236296826,Drucksachen für Dr. Wilhelm Horn Arzt und Geburtshelfer,,Dr. Horn,,
1236296893,Einbanddecke für Das geduldige Albion,,,007245947,Bücherkreis
1236297083,Entwurf für den Schutzumschlag von Amok,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236297148,Entwurf für den Bucheinband von David Octavius Hill,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236297245,Entwurf für den Umschlag von Die Bücher des Insel-Verlages 1931,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236297466,Entwurf für den Umschlag von Die Bücher des Insel-Verlages 1931,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236297474,Entwurf für den Buchrücken von Schweres Blut,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236297482,Entwurf für den Bucheinband von Sichel am Himmel,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236297601,Probedruck für den Umschlag von Der Cicerone,,,050549618,Klinkhardt & Biermann
1236297652,Probedruck von Werbeprospekt Moderne Fensterdekorationen,,,,Indanthrenhaus München GmbH
1236297695,Korrekturfahne von Geschäftskarte für Fotograf Wasow,1031277994,Wasow,,
1236297741,Entwurf für das Titelblatt von Der Cicerone,,,050549618,Klinkhardt & Biermann
1236297768,Entwurf für den Bucheinband von Flucht aus der Hölle des Faschismus,,,102960794X,Müller & Kiepenheuer Verlag
1236297784,Werbeplakate für Das Rheingold 1930-1932,,,004915631,Bayerische Staatsoper
1236297962,"Probedruck der Titelei von Gesammelte Gedichte, Erster Band",,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236298039,Druckvorlage Werbeplakat München Sommer 1930,,,1144922194,München
1236298063,Einbanddecke für Die Hungernden,,,007245947,Bücherkreis
1236298098,Entwurf für den Bucheinband von Flucht aus der Hölle des Faschismus,,,102960794X,Müller & Kiepenheuer Verlag
1236298292,Entwurfszeichnung von Umschlägen für die Schaubücher-Reihe,,,963059777,Art. Institut Orell Füssli
1236298314,Entwürfe für den Buchrücken von Die moderne Naturwissenschaft und der Kosmos,,,1202386180,Wegweiser-Verlag
1236298330,Einbanddecke für Jenseits,,,1202386180,Wegweiser-Verlag
1236298373,Entwurf von Umschlag für Schaubücher-Reihe,,,963059777,Art. Institut Orell Füssli
1236298381,Entwurf für das Titelblatt von Foto-Auge,118573470,Lisickij,1073072592,Akademischer Verlag Dr. Fritz Wedekind
1236298403,Entwurfsskizze von Logo für die Schaubücher-Reihe,,,004788249,Orell Füssli Verlag
1236298438,"Unserem hochverehrten Gönner, Herrn Direktor Heinrich Mielcke die herzlichen Glückwünsche zum 70. Geburtstag",,,001109030,Meisterschule für Deutschlands Buchdrucker
1236298446,Urkunden zur Verleihung der bronzenen Plakette zur Anerkennung hervorragender bergsteigerischer Leistungen,12509745X,Beigel,041016548,München
1236298446,Urkunden zur Verleihung der bronzenen Plakette zur Anerkennung hervorragender bergsteigerischer Leistungen,121675505,Bauer,041016548,München
1236298462,Vordruck Anerkennungsurkunde für Schülerinnen,,,041016548,München
1236298586,Entwürfe von Umschlägen für die Schaubücher-Reihe,,,963059777,Art. Institut Orell Füssli
1236298594,Briefumschläge für Akademisch-Politischer Club e.V.,,,004444981,Akademisch-Politischer Club
1236298829,Probedruck von Briefbogen für Gesellschafts- und Wirtschaftsmuseum Wien,,,00414712X,Österreichisches Gesellschafts- und Wirtschafts-Museum
1236298837,Entwürfe für den Buchrücken von Jenseits,,,1202386180,Wegweiser-Verlag
1236298888,Entwurf für den Bucheinband von Orlando,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236298918,Entwurf für den Bucheinband von Orlando,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236299159,Probedruck von Werbeanzeige weihnachts ausstellung 1928 deutsche werkstätten AG,,,042994292,Deutsche Werkstätten
1236299167,Entwürfe und Entwurfsskizzen für den Bucheinband von Heinrich von Kleists Sämtliche Werke,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236299175,Entwurfsskizzen für den Bucheinband von Die Geschichte der Brüder Chamade,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236299213,Das September-Programm der Kulturfilmbühne im Goethesaal,,,,Goethesaal
1236299248,Entwurf von Umschlag für Nachrichten der Deutsche Linoleum-Werke AG - Heft 3,118507559,Baumeister,00090841X,DLW-Aktiengesellschaft
1236299280,Entwurf für den Umschlag von Jürgen,,,000432172,"Insel Verlag Anton Kippenberg, Leipzig"
1236299329,Probedruck von Werbeanzeige weihnachts ausstellung 1928 deutsche werkstätten AG,,,042994292,Deutsche Werkstätten
1236299450,Entwurf für die Titelseite von Sportpolitische Rundschau,,,050058037,Zentralkommission für Arbeitersport und Körperpflege
