idn,title,ts-idn,ts
1236278895,Einbanddecke für Weg ins Jenseits,041732073,Pappband
1236278925,Skizzen und Probedrucke von Wettbewerbsbeitrag Firmenzeichen für Büchergilde Gutenberg Olten,041249798,Firmenzeichen
1236278925,Skizzen und Probedrucke von Wettbewerbsbeitrag Firmenzeichen für Büchergilde Gutenberg Olten,041212088,Entwurf
1236278925,Skizzen und Probedrucke von Wettbewerbsbeitrag Firmenzeichen für Büchergilde Gutenberg Olten,943626668,Probedruck
1236278933,Probedruck für den Bucheinband von Das Basler Stadttheater 1834-1934,04008602X,Bucheinband
1236278933,Probedruck für den Bucheinband von Das Basler Stadttheater 1834-1934,943626668,Probedruck
1236278941,Probedruck für das Titelblatt von Mitteilungen der Rudolf Steiner-Schule Basel,041855760,Titelblatt
1236278941,Probedruck für das Titelblatt von Mitteilungen der Rudolf Steiner-Schule Basel,943626668,Probedruck
123627895X,Probedrucke von Ausschnitten aus Titelblättern für den Insel-Verlag,041855760,Titelblatt
123627895X,Probedrucke von Ausschnitten aus Titelblättern für den Insel-Verlag,943626668,Probedruck
1236278968,Entwurfsskizzen für den Einband von Eine Fahrt ins Reich,04008602X,Bucheinband
1236278968,Entwurfsskizzen für den Einband von Eine Fahrt ins Reich,041212088,Entwurf
1236278968,Entwurfsskizzen für den Einband von Eine Fahrt ins Reich,041816684,Skizze
1236278992,Vordruck Abgangszeugnis für Kantonale Handelsschule Basel,040772209,Schulzeugnis
1236278992,Vordruck Abgangszeugnis für Kantonale Handelsschule Basel,041271378,Formular
123627900X,Montierte Schülerausweise der Allgemeinen Gewerbeschule Basel,041916107,Ausweis
1236279026,Einladung zur Subskription,04144941X,Bestellschein
1236279050,Entwürfe für Ausstelllungsplakat modigliani,041436512,Ausstellungsplakat
1236279050,Entwürfe für Ausstelllungsplakat modigliani,041524586,Entwurfszeichnung
1236279050,Entwürfe für Ausstelllungsplakat modigliani,041212088,Entwurf
1236279077,Mappe mit Entwurfszeichnungen Uhertype Antiqua Gemeine Kursiv,040131203,Druckschrift
1236279077,Mappe mit Entwurfszeichnungen Uhertype Antiqua Gemeine Kursiv,041212088,Entwurf
1236279077,Mappe mit Entwurfszeichnungen Uhertype Antiqua Gemeine Kursiv,041524586,Entwurfszeichnung
1236279093,Einbanddecke für Basler Adressbuch 1934,04008602X,Bucheinband
1236279093,Einbanddecke für Basler Adressbuch 1934,042721520,Einbanddecke
1236279093,Einbanddecke für Basler Adressbuch 1934,96525237X,Halbgewebeband
1236279115,"Entwurfszeichnung, Probedruck und Belegexemplare von Einbanddecken für Impressionisten-Briefe",04008602X,Bucheinband
1236279115,"Entwurfszeichnung, Probedruck und Belegexemplare von Einbanddecken für Impressionisten-Briefe",042721520,Einbanddecke
1236279115,"Entwurfszeichnung, Probedruck und Belegexemplare von Einbanddecken für Impressionisten-Briefe",965252302,Ganzgewebeband
1236279115,"Entwurfszeichnung, Probedruck und Belegexemplare von Einbanddecken für Impressionisten-Briefe",041524586,Entwurfszeichnung
1236279115,"Entwurfszeichnung, Probedruck und Belegexemplare von Einbanddecken für Impressionisten-Briefe",943626668,Probedruck
123627914X,Entwurf und Probedruck von Briefbogen für Schweizerische Großloge Alpina,042757517,Briefbogen
123627914X,Entwurf und Probedruck von Briefbogen für Schweizerische Großloge Alpina,042275423,Briefkopf
1236279182,"Korrigierter Briefbogen für Fachkurse zur Ausbildung von Handelslehrern und Bücherrevisoren und öffentliche Handelswissenschaftliche Kurse, Allgemeine Gewerbeschule Basel",041962567,Briefpapier
1236279182,"Korrigierter Briefbogen für Fachkurse zur Ausbildung von Handelslehrern und Bücherrevisoren und öffentliche Handelswissenschaftliche Kurse, Allgemeine Gewerbeschule Basel",042757517,Briefbogen
1236279182,"Korrigierter Briefbogen für Fachkurse zur Ausbildung von Handelslehrern und Bücherrevisoren und öffentliche Handelswissenschaftliche Kurse, Allgemeine Gewerbeschule Basel",042053587,Korrektur
1236279190,Cyanotypie mit Französischen Schriftproben der Uhertype Standard-Grotesk,040131203,Druckschrift
1236279190,Cyanotypie mit Französischen Schriftproben der Uhertype Standard-Grotesk,041389999,Schriftprobe
1236279190,Cyanotypie mit Französischen Schriftproben der Uhertype Standard-Grotesk,990159787,Cyanotypie
1236279220,Mappe mit großformatig montierten Probedrucken von Uhertype Standard-Grotesk und Uhertype Ramses,040131203,Druckschrift
1236279220,Mappe mit großformatig montierten Probedrucken von Uhertype Standard-Grotesk und Uhertype Ramses,041389999,Schriftprobe
1236279220,Mappe mit großformatig montierten Probedrucken von Uhertype Standard-Grotesk und Uhertype Ramses,943626668,Probedruck
1236279247,Mappe mit Entwurfszeichnungen Uhertype Halbfette Antiqua,040131203,Druckschrift
1236279247,Mappe mit Entwurfszeichnungen Uhertype Halbfette Antiqua,041212088,Entwurf
1236279247,Mappe mit Entwurfszeichnungen Uhertype Halbfette Antiqua,041524586,Entwurfszeichnung
1236279255,Mappe mit Entwurfszeichnungen Uhertype Antiqua,040131203,Druckschrift
1236279255,Mappe mit Entwurfszeichnungen Uhertype Antiqua,041212088,Entwurf
1236279255,Mappe mit Entwurfszeichnungen Uhertype Antiqua,041524586,Entwurfszeichnung
123627931X,Briefbogen für die Direktion der Allgemeinen Gewerbeschule und Gewerbemuseum Basel,042757517,Briefbogen
123627931X,Briefbogen für die Direktion der Allgemeinen Gewerbeschule und Gewerbemuseum Basel,042275423,Briefkopf
1236279336,Entwürfe für verschiedene Titelblätter von Typographische Monatsblätter,041855760,Titelblatt
1236279336,Entwürfe für verschiedene Titelblätter von Typographische Monatsblätter,041212088,Entwurf
1236279387,Probedrucke von Werbekarten für die Ciba,042930286,Handzettel
1236279387,Probedrucke von Werbekarten für die Ciba,04144941X,Bestellschein
1236279387,Probedrucke von Werbekarten für die Ciba,943626668,Probedruck
1236279433,Vordrucke für Allgemeine Gewerbeschule,041271378,Formular
1236279468,Entwurfszeichnungen für Titelblatt und Einbanddecke von Basler Adressbuch 1934,04008602X,Bucheinband
1236279468,Entwurfszeichnungen für Titelblatt und Einbanddecke von Basler Adressbuch 1934,041855760,Titelblatt
1236279468,Entwurfszeichnungen für Titelblatt und Einbanddecke von Basler Adressbuch 1934,041524586,Entwurfszeichnung
1236279573,"Korrigiertes Titelblatt von These, Antithese, Synthese für eine englischspachige Publikation",041855760,Titelblatt
1236279573,"Korrigiertes Titelblatt von These, Antithese, Synthese für eine englischspachige Publikation",041212088,Entwurf
123627976X,Einbanddecke für Weg ins Jenseits,04008602X,Bucheinband
123627976X,Einbanddecke für Weg ins Jenseits,042721520,Einbanddecke
123627976X,Einbanddecke für Weg ins Jenseits,041732073,Pappband
1236279905,Skizze eines Innenraumes mit eingezeichneten Sichtachsen,041816684,Skizze
123627993X,Rechnungsvordruck für Prof. Dr. O. Müller Zahnarzt,041271378,Formular
123627993X,Rechnungsvordruck für Prof. Dr. O. Müller Zahnarzt,042465028,Rechnung
1236279956,Entwurfszeichnungen Uhertype Dreiviertel Fette Grotesk,040131203,Druckschrift
1236279956,Entwurfszeichnungen Uhertype Dreiviertel Fette Grotesk,041212088,Entwurf
1236279956,Entwurfszeichnungen Uhertype Dreiviertel Fette Grotesk,041524586,Entwurfszeichnung
1236279980,Entwurfszeichnungen Uhertype Halbfette Ramses,040131203,Druckschrift
1236279980,Entwurfszeichnungen Uhertype Halbfette Ramses,041212088,Entwurf
1236279980,Entwurfszeichnungen Uhertype Halbfette Ramses,041524586,Entwurfszeichnung
1236280024,Entwurfszeichnungen für den Umschläge von Typographische Monatsblätter,942084292,Umschlag
1236280024,Entwurfszeichnungen für den Umschläge von Typographische Monatsblätter,041212088,Entwurf
1236280024,Entwurfszeichnungen für den Umschläge von Typographische Monatsblätter,041524586,Entwurfszeichnung
1236280059,"Entwurfsskizzen, Typoskripte und Notizen für Uhertype Prospekt",041363906,Prospekt
1236280059,"Entwurfsskizzen, Typoskripte und Notizen für Uhertype Prospekt",041865197,Typoskript
1236280059,"Entwurfsskizzen, Typoskripte und Notizen für Uhertype Prospekt",041816684,Skizze
1236280059,"Entwurfsskizzen, Typoskripte und Notizen für Uhertype Prospekt",042067774,Notiz
1236280067,Einzelbestimmungen zur Verwendung der halbfetten Standard-Grotesk,041865197,Typoskript
1236280067,Einzelbestimmungen zur Verwendung der halbfetten Standard-Grotesk,042067774,Notiz
1236280083,Entwurfszeichnungen Uhertype Standard-Grotesk,040131203,Druckschrift
1236280083,Entwurfszeichnungen Uhertype Standard-Grotesk,041212088,Entwurf
1236280083,Entwurfszeichnungen Uhertype Standard-Grotesk,041524586,Entwurfszeichnung
1236280105,"Mappe mit Entwurfszeichnungen Uhertype Standard-Grotesk Halbfett, erledigte Skizzen (ungültige)",040131203,Druckschrift
1236280105,"Mappe mit Entwurfszeichnungen Uhertype Standard-Grotesk Halbfett, erledigte Skizzen (ungültige)",041212088,Entwurf
1236280105,"Mappe mit Entwurfszeichnungen Uhertype Standard-Grotesk Halbfett, erledigte Skizzen (ungültige)",041524586,Entwurfszeichnung
123628013X,Entwurfszeichnung für einen Schriftzug Buss AG Basel,041212088,Entwurf
1236280180,Geschäftdrucksachen für Benno Schwabe & Co,042757517,Briefbogen
1236280180,Geschäftdrucksachen für Benno Schwabe & Co,042275423,Briefkopf
1236280180,Geschäftdrucksachen für Benno Schwabe & Co,041466144,Briefumschlag
1236280180,Geschäftdrucksachen für Benno Schwabe & Co,041271378,Formular
1236280253,Entwurfszeichnungen von Briefbogen für Gaba AG,042757517,Briefbogen
1236280253,Entwurfszeichnungen von Briefbogen für Gaba AG,041524586,Entwurfszeichnung
123628030X,Probedruck und Cyanotypien Neolanschwarz WA extra N,943626668,Probedruck
123628030X,Probedruck und Cyanotypien Neolanschwarz WA extra N,990159787,Cyanotypie
1236280407,Entwurfszeichnungen und Skizze,041816684,Skizze
1236280407,Entwurfszeichnungen und Skizze,041524586,Entwurfszeichnung
1236280458,Entwurfszeichnungen von Rechnungsvordruck für Benno Schwabe & Co,041271378,Formular
1236280458,Entwurfszeichnungen von Rechnungsvordruck für Benno Schwabe & Co,042465028,Rechnung
1236280458,Entwurfszeichnungen von Rechnungsvordruck für Benno Schwabe & Co,041524586,Entwurfszeichnung
1236280539,Rechnungsvordruck und Briefumschlag für Omon AG,041271378,Formular
1236280539,Rechnungsvordruck und Briefumschlag für Omon AG,042465028,Rechnung
1236280539,Rechnungsvordruck und Briefumschlag für Omon AG,041466144,Briefumschlag
1236280628,Entwurfszeichnung von Briefbogen für F. Aeberli,042757517,Briefbogen
1236280628,Entwurfszeichnung von Briefbogen für F. Aeberli,041524586,Entwurfszeichnung
1236280741,Entwurfszeichnungen für Titelblätter und Einbände verschiedener Verlage,041855760,Titelblatt
1236280741,Entwurfszeichnungen für Titelblätter und Einbände verschiedener Verlage,04008602X,Bucheinband
1236280741,Entwurfszeichnungen für Titelblätter und Einbände verschiedener Verlage,041524586,Entwurfszeichnung
1236280741,Entwurfszeichnungen für Titelblätter und Einbände verschiedener Verlage,041816684,Skizze
1236280857,Probedrucke von Neujahrswunsch 1934,041577000,Glückwunschkarte
1236280857,Probedrucke von Neujahrswunsch 1934,041715640,Neujahrswunsch
1236280857,Probedrucke von Neujahrswunsch 1934,943626668,Probedruck
1236281004,Entwurfszeichnungen für drei Frakturschriften,040131203,Druckschrift
1236281004,Entwurfszeichnungen für drei Frakturschriften,041212088,Entwurf
1236281004,Entwurfszeichnungen für drei Frakturschriften,041524586,Entwurfszeichnung
1236281160,"Briefe von Jan Tschichold an Schriftguß AG und Schriftgiesserei H. Berthold AG, vom 24.4.33 und 1.5.33",040082407,Brief
1236281365,Entwurfszeichnungen Uhertype Fette Standard-Grotesk Versalien,040131203,Druckschrift
1236281365,Entwurfszeichnungen Uhertype Fette Standard-Grotesk Versalien,041212088,Entwurf
1236281365,Entwurfszeichnungen Uhertype Fette Standard-Grotesk Versalien,041524586,Entwurfszeichnung
1236281454,Entwurfszeichnungen für Frakturschriften,040532976,Schrift
1236281454,Entwurfszeichnungen für Frakturschriften,041524586,Entwurfszeichnung
1236281527,Kontaktabzug von Schmalfilmzeilen der Uhertype Standard-Grotesk,040527883,Schmalfilm
1236281527,Kontaktabzug von Schmalfilmzeilen der Uhertype Standard-Grotesk,100475373X,Kontaktkopie
1236281608,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Supérieures,040131203,Druckschrift
1236281608,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Supérieures,041212088,Entwurf
1236281608,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Supérieures,041524586,Entwurfszeichnung
1236281659,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Gemeine,040131203,Druckschrift
1236281659,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Gemeine,041212088,Entwurf
1236281659,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Gemeine,041524586,Entwurfszeichnung
1236281691,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Pausen auf Transparentpapier,040131203,Druckschrift
1236281691,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Pausen auf Transparentpapier,041212088,Entwurf
1236281691,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Pausen auf Transparentpapier,041524586,Entwurfszeichnung
1236281780,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Ziffern,040131203,Druckschrift
1236281780,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Ziffern,041212088,Entwurf
1236281780,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Ziffern,041524586,Entwurfszeichnung
123628187X,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Zeichen,040131203,Druckschrift
123628187X,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Zeichen,041212088,Entwurf
123628187X,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Zeichen,041524586,Entwurfszeichnung
1236281942,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Kapitälchen,040131203,Druckschrift
1236281942,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Kapitälchen,041212088,Entwurf
1236281942,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Kapitälchen,041524586,Entwurfszeichnung
1236281985,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Versalien,040131203,Druckschrift
1236281985,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Versalien,041212088,Entwurf
1236281985,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk Versalien,041524586,Entwurfszeichnung
123628206X,Entwurfszeichnung von Exlibris für Hans Lewald,04015985X,Exlibris
123628206X,Entwurfszeichnung von Exlibris für Hans Lewald,041524586,Entwurfszeichnung
1236282116,Probedrucke von Schriftzug Volks-Hochschul-Kurse,041365348,Überschrift
1236282116,Probedrucke von Schriftzug Volks-Hochschul-Kurse,943626668,Probedruck
1236282191,Klischeevorlage für Schriftzug Volks-Hochschul-Kurse,041365348,Überschrift
1236282191,Klischeevorlage für Schriftzug Volks-Hochschul-Kurse,941715787,Klischee
1236282191,Klischeevorlage für Schriftzug Volks-Hochschul-Kurse,041886828,Vorlage
123628223X,Entwurf von Schriftzug Volks-Hochschul-Kurse,041365348,Überschrift
123628223X,Entwurf von Schriftzug Volks-Hochschul-Kurse,041212088,Entwurf
1236282264,Konvolut Notizen und Zitate zu den Vorzügen der klassischen Typografie,042067774,Notiz
1236282264,Konvolut Notizen und Zitate zu den Vorzügen der klassischen Typografie,041262735,Manuskript
1236282264,Konvolut Notizen und Zitate zu den Vorzügen der klassischen Typografie,041865197,Typoskript
1236282302,Entwurfsskizze von Briefbogen für Druckfarbenfabrik G. Eurrers Erben,042757517,Briefbogen
1236282302,Entwurfsskizze von Briefbogen für Druckfarbenfabrik G. Eurrers Erben,041212088,Entwurf
1236282302,Entwurfsskizze von Briefbogen für Druckfarbenfabrik G. Eurrers Erben,041816684,Skizze
1236282353,Probedruck von Umschlag für Deutsche Sprachschule,942084292,Umschlag
1236282353,Probedruck von Umschlag für Deutsche Sprachschule,943626668,Probedruck
1236282485,Probedruck von Wein-Karte Gasthaus zum Rössli Augst,040386740,Menü
1236282485,Probedruck von Wein-Karte Gasthaus zum Rössli Augst,943626668,Probedruck
1236282663,Entwurf von Briefkopf für eine Schiffswerft,042275423,Briefkopf
1236282663,Entwurf von Briefkopf für eine Schiffswerft,041212088,Entwurf
1236282787,Druckvorlage von Illustration Werbeanzeige Injecta AG für Typographische Gestaltung,04123412X,Illustration
1236282787,Druckvorlage von Illustration Werbeanzeige Injecta AG für Typographische Gestaltung,948082828,Druckvorlage
1236282876,Probedruck von Exlibris für Adolf Seebass,04015985X,Exlibris
1236282876,Probedruck von Exlibris für Adolf Seebass,943626668,Probedruck
1236283104,Probedruck von Exlibris für Hans Lewald,04015985X,Exlibris
1236283104,Probedruck von Exlibris für Hans Lewald,943626668,Probedruck
1236283244,Probedruck von Exlibris für Marguerite Hagenbach,04015985X,Exlibris
1236283244,Probedruck von Exlibris für Marguerite Hagenbach,943626668,Probedruck
1236283376,Montierte Probedrucke von Exlibris für Jan Tschichold,04015985X,Exlibris
1236283376,Montierte Probedrucke von Exlibris für Jan Tschichold,943626668,Probedruck
1236283511,Probedrucke von Exlibris für Adolph Goldschmidt,04015985X,Exlibris
1236283511,Probedrucke von Exlibris für Adolph Goldschmidt,943626668,Probedruck
1236283724,Probedrucke von Exlibris für Else Schürmann,04015985X,Exlibris
1236283724,Probedrucke von Exlibris für Else Schürmann,943626668,Probedruck
1236283864,Probedrucke von Exlibris für Hans Wirz,04015985X,Exlibris
1236283864,Probedrucke von Exlibris für Hans Wirz,943626668,Probedruck
1236283880,Probedruck von Exlibris für Miriam Wackernagel,04015985X,Exlibris
1236283880,Probedruck von Exlibris für Miriam Wackernagel,943626668,Probedruck
1236283988,Entwurf von Bucheinband für unbekannte Publikation Gelegenheitsdrucksache,04008602X,Bucheinband
1236283988,Entwurf von Bucheinband für unbekannte Publikation Gelegenheitsdrucksache,041212088,Entwurf
123628402X,Korrekturfahne von Übersicht Schmidt-Antiqua und Schmidt-Kursiv,946122350,Fahne
1236284089,Visitenkarten für Jan Tschichold Künstlerischer Leiter bei Benno Schwabe & Co,946193312,Geschäftskarte
1236284194,"Briefbogen Kurzbrief für Jan Tschichold, Im Baumgarten 9",042757517,Briefbogen
1236284194,"Briefbogen Kurzbrief für Jan Tschichold, Im Baumgarten 9",042275423,Briefkopf
123628433X,Verschiedene Exlibris für Jan Tschichold,04015985X,Exlibris
123628450X,Probedruck von Lieferschein für Kurt Bertolf & Cie,041271378,Formular
123628450X,Probedruck von Lieferschein für Kurt Bertolf & Cie,943626668,Probedruck
1236284615,Probedruck für ein Firmenzeichen,943626668,Probedruck
1236284615,Probedruck für ein Firmenzeichen,041249798,Firmenzeichen
1236284747,Montierte Anzeigen von fünf Brauereien,04002377X,Anzeige
1236284852,Probedruck für den Bucheinband von Begegnungen,04008602X,Bucheinband
1236284852,Probedruck für den Bucheinband von Begegnungen,943626668,Probedruck
1236284909,Korrekturfahne eines Exlibris für Jan Tschichold,04015985X,Exlibris
1236284909,Korrekturfahne eines Exlibris für Jan Tschichold,946122350,Fahne
1236285018,Entwurf für ein Firmenzeichen DTI,041212088,Entwurf
1236285018,Entwurf für ein Firmenzeichen DTI,041249798,Firmenzeichen
1236285093,"Briefbogen für Jan Tschichold, Im Baumgarten 9, mit rückseitiger Skizze",041816684,Skizze
1236285093,"Briefbogen für Jan Tschichold, Im Baumgarten 9, mit rückseitiger Skizze",042757517,Briefbogen
1236285158,Korrekturfahne einer Postkarte für Philobiblon,040469026,Postkarte
1236285158,Korrekturfahne einer Postkarte für Philobiblon,946122350,Fahne
1236285255,"Entwurf für einen Prospekt für das Kinderheim ""Im Baumgarten"" Riehen",041363906,Prospekt
1236285255,"Entwurf für einen Prospekt für das Kinderheim ""Im Baumgarten"" Riehen",041212088,Entwurf
1236285301,Skizzen von Illustrationen für Do it yourself: Der Sammler sein eigener Buchbinder,04123412X,Illustration
1236285301,Skizzen von Illustrationen für Do it yourself: Der Sammler sein eigener Buchbinder,041816684,Skizze
1236285417,Entwürfe für Reklameblatt 50 Jahre Schweizerische Handelsgesellschaft Oerlikon,040791777,Werbegrafik
1236285417,Entwürfe für Reklameblatt 50 Jahre Schweizerische Handelsgesellschaft Oerlikon,041212088,Entwurf
1236285565,Probedruck für Reproduktion von Titelblatt Uhertype,041855760,Titelblatt
1236285565,Probedruck für Reproduktion von Titelblatt Uhertype,041157494,Reproduktion
1236285565,Probedruck für Reproduktion von Titelblatt Uhertype,943626668,Probedruck
1236285832,Probedruck von Umschlag und Inhaltsverzeichnis für Die Farbstoffe der Gesellschaft für Chemische Industrie in Basel und deren Anwendung. Dritter Band,942084292,Umschlag
1236285832,Probedruck von Umschlag und Inhaltsverzeichnis für Die Farbstoffe der Gesellschaft für Chemische Industrie in Basel und deren Anwendung. Dritter Band,040085708,Buch
1236285832,Probedruck von Umschlag und Inhaltsverzeichnis für Die Farbstoffe der Gesellschaft für Chemische Industrie in Basel und deren Anwendung. Dritter Band,960353488,Inhaltsverzeichnis
1236285832,Probedruck von Umschlag und Inhaltsverzeichnis für Die Farbstoffe der Gesellschaft für Chemische Industrie in Basel und deren Anwendung. Dritter Band,943626668,Probedruck
1236286049,"Schutzumschlag von Faust, Gesamtausgabe",041802810,Schutzumschlag
1236286332,Vordruck Menüplan Küche,041271378,Formular
1236286545,Skizzenentwürfe und Probedruck von Briefbogen für Konrad Peter AG Liestal,042757517,Briefbogen
1236286545,Skizzenentwürfe und Probedruck von Briefbogen für Konrad Peter AG Liestal,042275423,Briefkopf
1236286545,Skizzenentwürfe und Probedruck von Briefbogen für Konrad Peter AG Liestal,041212088,Entwurf
1236286545,Skizzenentwürfe und Probedruck von Briefbogen für Konrad Peter AG Liestal,943626668,Probedruck
1236286731,Entwürfe und Belegexemplar Briefbogen für Eugène Reymond,041212088,Entwurf
1236286731,Entwürfe und Belegexemplar Briefbogen für Eugène Reymond,042757517,Briefbogen
1236286731,Entwürfe und Belegexemplar Briefbogen für Eugène Reymond,943626668,Probedruck
1236287029,Montiertes Alphabet aus einer Antiqua von Guillaume II Le Bé,040013367,Alphabet
1236287320,Probedruck von Briefbogen für Buchdruckerei Hermann Millizer,042757517,Briefbogen
1236287320,Probedruck von Briefbogen für Buchdruckerei Hermann Millizer,042275423,Briefkopf
1236287320,Probedruck von Briefbogen für Buchdruckerei Hermann Millizer,943626668,Probedruck
1236287452,Rechnungsvordruck für Baader,041271378,Formular
1236287452,Rechnungsvordruck für Baader,042465028,Rechnung
123628755X,Briefbogen für Akademischer Verlag Dr. Fritz Wedekind & Co,042757517,Briefbogen
123628755X,Briefbogen für Akademischer Verlag Dr. Fritz Wedekind & Co,042275423,Briefkopf
123628755X,Briefbogen für Akademischer Verlag Dr. Fritz Wedekind & Co,943626668,Probedruck
1236287703,Probedruck von Briefbogen für Litho-Chemigraphisches Institut Gustav Reisacher,042757517,Briefbogen
1236287703,Probedruck von Briefbogen für Litho-Chemigraphisches Institut Gustav Reisacher,042275423,Briefkopf
1236287703,Probedruck von Briefbogen für Litho-Chemigraphisches Institut Gustav Reisacher,943626668,Probedruck
1236287835,Briefbogen für Léon Koechly,042757517,Briefbogen
1236287835,Briefbogen für Léon Koechly,042275423,Briefkopf
1236287932,"Skizzenentwurf von Briefkopf für Karl Wahl, Bauschlosserei",042275423,Briefkopf
1236287932,"Skizzenentwurf von Briefkopf für Karl Wahl, Bauschlosserei",041466144,Briefumschlag
1236287932,"Skizzenentwurf von Briefkopf für Karl Wahl, Bauschlosserei",041212088,Entwurf
1236287932,"Skizzenentwurf von Briefkopf für Karl Wahl, Bauschlosserei",041816684,Skizze
1236288041,"Probedruck von Briefbogen und Entwurf von Briefumschlag für Redaktion der Schriftenreihe ""Internationales Wirtschaftsarchiv""",042757517,Briefbogen
1236288041,"Probedruck von Briefbogen und Entwurf von Briefumschlag für Redaktion der Schriftenreihe ""Internationales Wirtschaftsarchiv""",042275423,Briefkopf
1236288041,"Probedruck von Briefbogen und Entwurf von Briefumschlag für Redaktion der Schriftenreihe ""Internationales Wirtschaftsarchiv""",943626668,Probedruck
1236288041,"Probedruck von Briefbogen und Entwurf von Briefumschlag für Redaktion der Schriftenreihe ""Internationales Wirtschaftsarchiv""",041466144,Briefumschlag
1236288041,"Probedruck von Briefbogen und Entwurf von Briefumschlag für Redaktion der Schriftenreihe ""Internationales Wirtschaftsarchiv""",041212088,Entwurf
1236288114,Entwürfe von Firmenzeichen für Kurt Bertolf & Cie,041249798,Firmenzeichen
1236288114,Entwürfe von Firmenzeichen für Kurt Bertolf & Cie,041212088,Entwurf
1236288114,Entwürfe von Firmenzeichen für Kurt Bertolf & Cie,041816684,Skizze
1236288157,Skizzierter Entwurf für einen Briefumschlag von Loewe & Cie,041466144,Briefumschlag
1236288157,Skizzierter Entwurf für einen Briefumschlag von Loewe & Cie,041212088,Entwurf
1236288203,Entwurfskizze und Probedruck von Briefbogen für Hans M. Zeltner,042757517,Briefbogen
1236288203,Entwurfskizze und Probedruck von Briefbogen für Hans M. Zeltner,042275423,Briefkopf
1236288300,Rechnungsvordruck für Firma H. Zubler-Ruegger,041271378,Formular
1236288300,Rechnungsvordruck für Firma H. Zubler-Ruegger,042465028,Rechnung
1236288386,"Briefbogen für Rud. Mettauer-Schneebeli, Schreinerei",041962567,Briefpapier
1236288386,"Briefbogen für Rud. Mettauer-Schneebeli, Schreinerei",042757517,Briefbogen
1236288475,Briefbogen für Firma Fritz Lamm,041962567,Briefpapier
1236288475,Briefbogen für Firma Fritz Lamm,042757517,Briefbogen
123628853X,Briefbogen für Dr. Ziegler & Cie. Aktiengesellschaft,041962567,Briefpapier
123628853X,Briefbogen für Dr. Ziegler & Cie. Aktiengesellschaft,042757517,Briefbogen
1236288572,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk,040131203,Druckschrift
1236288572,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk,041212088,Entwurf
1236288572,Mappe mit Entwurfszeichnungen Uhertype Halbfette Standard-Grotesk,041524586,Entwurfszeichnung
1236288610,Briefbögen und Briefumschläge für Benno Schwabe & Co,042757517,Briefbogen
1236288610,Briefbögen und Briefumschläge für Benno Schwabe & Co,042275423,Briefkopf
1236288610,Briefbögen und Briefumschläge für Benno Schwabe & Co,041466144,Briefumschlag
123628867X,"Geschäftsdrucksachen für Firma Wackernagel & Schönholzer, Gartenbau",042757517,Briefbogen
123628867X,"Geschäftsdrucksachen für Firma Wackernagel & Schönholzer, Gartenbau",042275423,Briefkopf
123628867X,"Geschäftsdrucksachen für Firma Wackernagel & Schönholzer, Gartenbau",041448650,Beschilderung
123628867X,"Geschäftsdrucksachen für Firma Wackernagel & Schönholzer, Gartenbau",041271378,Formular
123628867X,"Geschäftsdrucksachen für Firma Wackernagel & Schönholzer, Gartenbau",042465028,Rechnung
1236288750,Briefbogen für Emil Haller - Reklame- und Einzelhandelsberater,041962567,Briefpapier
1236288750,Briefbogen für Emil Haller - Reklame- und Einzelhandelsberater,042757517,Briefbogen
1236288777,"Briefbogen, Rechnungsvordruck und Visitenkarte für Vereinigung Basler Fotografen",042757517,Briefbogen
1236288777,"Briefbogen, Rechnungsvordruck und Visitenkarte für Vereinigung Basler Fotografen",042275423,Briefkopf
1236288777,"Briefbogen, Rechnungsvordruck und Visitenkarte für Vereinigung Basler Fotografen",041271378,Formular
